MOT;Occurence;Frequence
synagogues;2;3.39685451272122E-5
obligeant;2;3.39685451272122E-5
professeurs;8;1.358741805088488E-4
commencé;35;5.944495397262135E-4
comparaître;4;6.79370902544244E-5
commença;30;5.095281769081831E-4
refaire;2;3.39685451272122E-5
dépenses;3;5.0952817690818304E-5
nuits;5;8.49213628180305E-5
diable;4;6.79370902544244E-5
juifs;122;0.0020720812527599444
noyer;2;3.39685451272122E-5
derniers;19;3.227011787085159E-4
démesurée;2;3.39685451272122E-5
mûr;5;8.49213628180305E-5
voies;6;1.0190563538163661E-4
rassemblement;2;3.39685451272122E-5
minime;2;3.39685451272122E-5
avariés;2;3.39685451272122E-5
sentaient;2;3.39685451272122E-5
mentale;2;3.39685451272122E-5
soucier;3;5.0952817690818304E-5
glisser;3;5.0952817690818304E-5
tenaient;3;5.0952817690818304E-5
martyre;3;5.0952817690818304E-5
dernière;33;5.604809945990013E-4
temps-là;3;5.0952817690818304E-5
landsberg-am-lech;2;3.39685451272122E-5
possibilités;16;2.717483610176976E-4
malfaisants;2;3.39685451272122E-5
fondamental;4;6.79370902544244E-5
ramenait;2;3.39685451272122E-5
tenants;2;3.39685451272122E-5
agir;30;5.095281769081831E-4
brochures;5;8.49213628180305E-5
tombeau;3;5.0952817690818304E-5
descendit;2;3.39685451272122E-5
grave;7;1.188899079452427E-4
judaïsme;5;8.49213628180305E-5
tournent;2;3.39685451272122E-5
cloués;2;3.39685451272122E-5
clouer;2;3.39685451272122E-5
détache;2;3.39685451272122E-5
contenir;3;5.0952817690818304E-5
existent;2;3.39685451272122E-5
supérieures;9;1.528584530724549E-4
préparer;8;1.358741805088488E-4
étrangère;9;1.528584530724549E-4
louanges;2;3.39685451272122E-5
allie;12;2.0381127076327322E-4
apercevoir;3;5.0952817690818304E-5
devions;4;6.79370902544244E-5
temple;2;3.39685451272122E-5
accordées;2;3.39685451272122E-5
étrangers;12;2.0381127076327322E-4
agit;48;8.152450830530929E-4
historique;11;1.8682699819966712E-4
exception;9;1.528584530724549E-4
caractères;10;1.69842725636061E-4
efficacité;8;1.358741805088488E-4
libérale;3;5.0952817690818304E-5
refus;9;1.528584530724549E-4
aveugle;12;2.0381127076327322E-4
attentat;2;3.39685451272122E-5
faire;194;0.0032949488773395836
donnât;3;5.0952817690818304E-5
régnait;5;8.49213628180305E-5
attribuée;2;3.39685451272122E-5
pierre;12;2.0381127076327322E-4
vif;2;3.39685451272122E-5
vie;182;0.0030911376065763103
aveugles;3;5.0952817690818304E-5
exigences;8;1.358741805088488E-4
famine;6;1.0190563538163661E-4
vii;2;3.39685451272122E-5
empire;76;0.0012908047148340637
auschwitz;7;1.188899079452427E-4
silence;20;3.39685451272122E-4
officiels;2;3.39685451272122E-5
croient;7;1.188899079452427E-4
vipères;2;3.39685451272122E-5
attribuer;10;1.69842725636061E-4
vit;5;8.49213628180305E-5
subjectif;2;3.39685451272122E-5
déchaîna;3;5.0952817690818304E-5
vis;10;1.69842725636061E-4
libérales;3;5.0952817690818304E-5
envoyait;3;5.0952817690818304E-5
subitement;9;1.528584530724549E-4
nuisibles;3;5.0952817690818304E-5
humbles;3;5.0952817690818304E-5
consciemment;4;6.79370902544244E-5
victime;14;2.377798158904854E-4
inspirée;2;3.39685451272122E-5
usuraires;2;3.39685451272122E-5
peuple;417;0.007082441659023744
supprime;3;5.0952817690818304E-5
sensations;2;3.39685451272122E-5
mendiant;2;3.39685451272122E-5
marcher;5;8.49213628180305E-5
marches;4;6.79370902544244E-5
faite;12;2.0381127076327322E-4
sélection;2;3.39685451272122E-5
emprisonnement;3;5.0952817690818304E-5
conception;55;9.341349909983356E-4
musique;3;5.0952817690818304E-5
science;21;3.566697238357281E-4
sournois;6;1.0190563538163661E-4
voués;7;1.188899079452427E-4
inspirer;3;5.0952817690818304E-5
faiblesse;28;4.755596317809708E-4
noblesse;12;2.0381127076327322E-4
détail;4;6.79370902544244E-5
convictions;9;1.528584530724549E-4
prudence;4;6.79370902544244E-5
remarque;3;5.0952817690818304E-5
airain;3;5.0952817690818304E-5
sonne;2;3.39685451272122E-5
conflit;13;2.207955433268793E-4
poursuivre;11;1.8682699819966712E-4
financier;3;5.0952817690818304E-5
continuellement;2;3.39685451272122E-5
guère;17;2.8873263358130373E-4
racontait;2;3.39685451272122E-5
brusquement;4;6.79370902544244E-5
guéri;2;3.39685451272122E-5
cède;2;3.39685451272122E-5
attirèrent;2;3.39685451272122E-5
mariage;15;2.5476408845409153E-4
écroulement;15;2.5476408845409153E-4
nomade;6;1.0190563538163661E-4
refuse;15;2.5476408845409153E-4
efforça;3;5.0952817690818304E-5
fondées;2;3.39685451272122E-5
répand;5;8.49213628180305E-5
sanitaire;2;3.39685451272122E-5
écrasé;2;3.39685451272122E-5
efforce;5;8.49213628180305E-5
légalité;2;3.39685451272122E-5
indigne;8;1.358741805088488E-4
arrivait;4;6.79370902544244E-5
auditoire;2;3.39685451272122E-5
arrivais;5;8.49213628180305E-5
moitié;7;1.188899079452427E-4
femme;13;2.207955433268793E-4
satiriques;2;3.39685451272122E-5
traitait;4;6.79370902544244E-5
liens;4;6.79370902544244E-5
reproché;2;3.39685451272122E-5
culminant;2;3.39685451272122E-5
faisaient;7;1.188899079452427E-4
réfuté;2;3.39685451272122E-5
idéaliste;3;5.0952817690818304E-5
missions;2;3.39685451272122E-5
donnait;15;2.5476408845409153E-4
virile;2;3.39685451272122E-5
utilité;6;1.0190563538163661E-4
instructions;3;5.0952817690818304E-5
noter;3;5.0952817690818304E-5
notés;2;3.39685451272122E-5
subissent;2;3.39685451272122E-5
évidence;4;6.79370902544244E-5
internationaliste;3;5.0952817690818304E-5
alinéa;4;6.79370902544244E-5
autonome;2;3.39685451272122E-5
écouter;2;3.39685451272122E-5
renoncent;3;5.0952817690818304E-5
humoristiques;2;3.39685451272122E-5
mondiaux;2;3.39685451272122E-5
tendances;8;1.358741805088488E-4
déportés;4;6.79370902544244E-5
éveiller;9;1.528584530724549E-4
répétition;5;8.49213628180305E-5
assaut;11;1.8682699819966712E-4
implacable;2;3.39685451272122E-5
idéalisme;13;2.207955433268793E-4
redouter;2;3.39685451272122E-5
terreur;12;2.0381127076327322E-4
discrimination;2;3.39685451272122E-5
signifier;3;5.0952817690818304E-5
serpent;2;3.39685451272122E-5
georg;2;3.39685451272122E-5
aryen;18;3.057169061449098E-4
bourgeois;26;4.415910866537586E-4
séances;2;3.39685451272122E-5
ceux-ci;10;1.69842725636061E-4
diviser;3;5.0952817690818304E-5
approfondi;2;3.39685451272122E-5
souffrent;2;3.39685451272122E-5
assigne;2;3.39685451272122E-5
ignorants;2;3.39685451272122E-5
intentions;12;2.0381127076327322E-4
majeure;4;6.79370902544244E-5
élu;10;1.69842725636061E-4
livre;33;5.604809945990013E-4
conduira;2;3.39685451272122E-5
volume;5;8.49213628180305E-5
énergies;3;5.0952817690818304E-5
recouvrer;2;3.39685451272122E-5
traditions;8;1.358741805088488E-4
députés;14;2.377798158904854E-4
mauvaises;4;6.79370902544244E-5
tâches;5;8.49213628180305E-5
vache;2;3.39685451272122E-5
maudite;3;5.0952817690818304E-5
rapporter;3;5.0952817690818304E-5
conduire;25;4.246068140901525E-4
crues;2;3.39685451272122E-5
développent;2;3.39685451272122E-5
feuille;3;5.0952817690818304E-5
artificiellement;4;6.79370902544244E-5
douloureuse;2;3.39685451272122E-5
gravement;2;3.39685451272122E-5
lecteurs;10;1.69842725636061E-4
aboutissement;5;8.49213628180305E-5
estimais;3;5.0952817690818304E-5
vol;2;3.39685451272122E-5
estimait;3;5.0952817690818304E-5
von;8;1.358741805088488E-4
constituent;8;1.358741805088488E-4
forts;6;1.0190563538163661E-4
vœu;5;8.49213628180305E-5
lisent;3;5.0952817690818304E-5
tranchées;3;5.0952817690818304E-5
préoccupation;2;3.39685451272122E-5
caractérisé;3;5.0952817690818304E-5
voiles;4;6.79370902544244E-5
collectivité;12;2.0381127076327322E-4
couvrit;2;3.39685451272122E-5
instruit;6;1.0190563538163661E-4
fléchit;2;3.39685451272122E-5
dégermanisation;5;8.49213628180305E-5
appliqué;7;1.188899079452427E-4
révolutionnaire;11;1.8682699819966712E-4
forum;8;1.358741805088488E-4
remplacer;6;1.0190563538163661E-4
horizon;5;8.49213628180305E-5
ressortissants;4;6.79370902544244E-5
couvrir;3;5.0952817690818304E-5
deviendrais;2;3.39685451272122E-5
habitudes;2;3.39685451272122E-5
naturelle;12;2.0381127076327322E-4
deviendrait;4;6.79370902544244E-5
progressive;6;1.0190563538163661E-4
batailles;6;1.0190563538163661E-4
désignons;3;5.0952817690818304E-5
reproduction;4;6.79370902544244E-5
éducation;42;7.133394476714562E-4
littéraires;2;3.39685451272122E-5
écoutant;2;3.39685451272122E-5
lieux;6;1.0190563538163661E-4
contribuer;5;8.49213628180305E-5
paraisse;2;3.39685451272122E-5
état;316;0.005367030130099528
souffrir;7;1.188899079452427E-4
marche;23;3.906382689629403E-4
officier;6;1.0190563538163661E-4
moral;17;2.8873263358130373E-4
diminution;3;5.0952817690818304E-5
vastes;5;8.49213628180305E-5
reçues;2;3.39685451272122E-5
imprimé;3;5.0952817690818304E-5
rien;116;0.0019701756173783076
répondait;4;6.79370902544244E-5
honte;14;2.377798158904854E-4
indignait;2;3.39685451272122E-5
brave;4;6.79370902544244E-5
besogne;2;3.39685451272122E-5
attentif;7;1.188899079452427E-4
fût-ce;3;5.0952817690818304E-5
kurt;2;3.39685451272122E-5
était-il;7;1.188899079452427E-4
décadence;11;1.8682699819966712E-4
alimenté;2;3.39685451272122E-5
programmes;2;3.39685451272122E-5
prostituée;3;5.0952817690818304E-5
aïeux;2;3.39685451272122E-5
craignent;2;3.39685451272122E-5
forte;8;1.358741805088488E-4
déterminante;3;5.0952817690818304E-5
monarchiste;2;3.39685451272122E-5
réponses;3;5.0952817690818304E-5
dissimuler;7;1.188899079452427E-4
compose;5;8.49213628180305E-5
couché;3;5.0952817690818304E-5
graves;5;8.49213628180305E-5
monarques;6;1.0190563538163661E-4
bientôt;22;3.7365399639933424E-4
valet;4;6.79370902544244E-5
profonde;41;6.963551751078502E-4
lamentations;2;3.39685451272122E-5
chasse;2;3.39685451272122E-5
désagréablement;2;3.39685451272122E-5
agisse;2;3.39685451272122E-5
téméraires;2;3.39685451272122E-5
inefficacité;2;3.39685451272122E-5
savon;3;5.0952817690818304E-5
accusations;2;3.39685451272122E-5
poursuivis;2;3.39685451272122E-5
pâture;3;5.0952817690818304E-5
manifeste;12;2.0381127076327322E-4
malédiction;2;3.39685451272122E-5
parole;15;2.5476408845409153E-4
représentations;2;3.39685451272122E-5
manifesta;2;3.39685451272122E-5
nouvelles;21;3.566697238357281E-4
malheurs;5;8.49213628180305E-5
attentats;2;3.39685451272122E-5
projet;7;1.188899079452427E-4
couronne;14;2.377798158904854E-4
inertie;2;3.39685451272122E-5
ère;2;3.39685451272122E-5
poursuivie;3;5.0952817690818304E-5
aguets;2;3.39685451272122E-5
ébats;2;3.39685451272122E-5
conclure;6;1.0190563538163661E-4
prouvait;2;3.39685451272122E-5
sentiront;3;5.0952817690818304E-5
tome;4;6.79370902544244E-5
syphilis;7;1.188899079452427E-4
compenser;5;8.49213628180305E-5
conquérant;3;5.0952817690818304E-5
épreuve;6;1.0190563538163661E-4
salaires;3;5.0952817690818304E-5
concessions;6;1.0190563538163661E-4
surpris;3;5.0952817690818304E-5
condescendance;2;3.39685451272122E-5
terrifiante;3;5.0952817690818304E-5
profondeur;4;6.79370902544244E-5
tempérament;2;3.39685451272122E-5
fausseté;6;1.0190563538163661E-4
camions;2;3.39685451272122E-5
dachau;2;3.39685451272122E-5
mouvement;203;0.0034478073304120387
soumise;6;1.0190563538163661E-4
intellectuels;17;2.8873263358130373E-4
désagréable;4;6.79370902544244E-5
abîme;5;8.49213628180305E-5
heurtai;2;3.39685451272122E-5
cent;20;3.39685451272122E-4
vue;122;0.0020720812527599444
dégradation;2;3.39685451272122E-5
bataillon;3;5.0952817690818304E-5
donner;40;6.79370902544244E-4
souplesse;2;3.39685451272122E-5
fâcheux;3;5.0952817690818304E-5
connaissaient;2;3.39685451272122E-5
devient;25;4.246068140901525E-4
née;2;3.39685451272122E-5
exploitation;8;1.358741805088488E-4
côtés;16;2.717483610176976E-4
déclarer;4;6.79370902544244E-5
coloniale;5;8.49213628180305E-5
parfum;2;3.39685451272122E-5
enjuivement;2;3.39685451272122E-5
soumettent;3;5.0952817690818304E-5
parlent;3;5.0952817690818304E-5
doctrines;4;6.79370902544244E-5
soixante;3;5.0952817690818304E-5
autochtones;2;3.39685451272122E-5
carence;5;8.49213628180305E-5
bureau;5;8.49213628180305E-5
conceptions;36;6.114338122898196E-4
donnée;7;1.188899079452427E-4
nez;3;5.0952817690818304E-5
responsables;10;1.69842725636061E-4
révolte;7;1.188899079452427E-4
délivrance;3;5.0952817690818304E-5
élucubrations;2;3.39685451272122E-5
domaine;18;3.057169061449098E-4
affermir;3;5.0952817690818304E-5
positions;6;1.0190563538163661E-4
bouches;2;3.39685451272122E-5
races;35;5.944495397262135E-4
ceux-là;9;1.528584530724549E-4
effets;13;2.207955433268793E-4
exactement;18;3.057169061449098E-4
démolie;2;3.39685451272122E-5
vergogne;3;5.0952817690818304E-5
jugement;21;3.566697238357281E-4
joseph;2;3.39685451272122E-5
angleterre;25;4.246068140901525E-4
eus;17;2.8873263358130373E-4
terrestre;5;8.49213628180305E-5
énigme;2;3.39685451272122E-5
croissance;6;1.0190563538163661E-4
définitif;2;3.39685451272122E-5
pareille;18;3.057169061449098E-4
ensemble;26;4.415910866537586E-4
tort;6;1.0190563538163661E-4
merveilleuse;3;5.0952817690818304E-5
matériaux;4;6.79370902544244E-5
influencer;3;5.0952817690818304E-5
calcul;2;3.39685451272122E-5
voulu;8;1.358741805088488E-4
patriotisme;2;3.39685451272122E-5
influences;4;6.79370902544244E-5
chose;55;9.341349909983356E-4
hautaine;2;3.39685451272122E-5
élevées;4;6.79370902544244E-5
mandats;2;3.39685451272122E-5
défini;2;3.39685451272122E-5
difficultés;6;1.0190563538163661E-4
primitivement;6;1.0190563538163661E-4
brillant;3;5.0952817690818304E-5
juives;3;5.0952817690818304E-5
décider;12;2.0381127076327322E-4
constance;4;6.79370902544244E-5
dégageait;2;3.39685451272122E-5
abstraction;4;6.79370902544244E-5
quotidienne;5;8.49213628180305E-5
décidés;5;8.49213628180305E-5
rayonne;2;3.39685451272122E-5
procédant;3;5.0952817690818304E-5
remise;2;3.39685451272122E-5
superficielles;2;3.39685451272122E-5
forme;78;0.0013247732599612758
valoir;4;6.79370902544244E-5
incessante;2;3.39685451272122E-5
indépendamment;2;3.39685451272122E-5
preuve;19;3.227011787085159E-4
engage;7;1.188899079452427E-4
martin;2;3.39685451272122E-5
pareils;11;1.8682699819966712E-4
bureaucratique;2;3.39685451272122E-5
provenant;3;5.0952817690818304E-5
accroît;4;6.79370902544244E-5
libéraux;2;3.39685451272122E-5
aryennes;2;3.39685451272122E-5
excitations;4;6.79370902544244E-5
capitulation;2;3.39685451272122E-5
opprimés;3;5.0952817690818304E-5
fondamentale;13;2.207955433268793E-4
représenter;18;3.057169061449098E-4
nid;5;8.49213628180305E-5
répandre;5;8.49213628180305E-5
esprits;15;2.5476408845409153E-4
écho;2;3.39685451272122E-5
utiles;3;5.0952817690818304E-5
nié;3;5.0952817690818304E-5
dessinateur;4;6.79370902544244E-5
doit-il;5;8.49213628180305E-5
civils;2;3.39685451272122E-5
grandes;62;0.0010530248989435783
producteur;2;3.39685451272122E-5
voulait;21;3.566697238357281E-4
décidée;3;5.0952817690818304E-5
rassembler;3;5.0952817690818304E-5
restées;2;3.39685451272122E-5
permettait;4;6.79370902544244E-5
voulais;11;1.8682699819966712E-4
modèle;8;1.358741805088488E-4
perte;22;3.7365399639933424E-4
pivot;2;3.39685451272122E-5
saute;2;3.39685451272122E-5
gloire;12;2.0381127076327322E-4
refléter;2;3.39685451272122E-5
subi;3;5.0952817690818304E-5
invincibles;2;3.39685451272122E-5
caché;2;3.39685451272122E-5
entraver;2;3.39685451272122E-5
intrigues;2;3.39685451272122E-5
pressent;2;3.39685451272122E-5
mystère;3;5.0952817690818304E-5
examen;13;2.207955433268793E-4
présentent;3;5.0952817690818304E-5
intrinsèque;3;5.0952817690818304E-5
reçurent;2;3.39685451272122E-5
serrée;2;3.39685451272122E-5
vaisseaux;2;3.39685451272122E-5
industrielles;2;3.39685451272122E-5
raisons;26;4.415910866537586E-4
soleil;6;1.0190563538163661E-4
militants;2;3.39685451272122E-5
industrielle;4;6.79370902544244E-5
remplissage;2;3.39685451272122E-5
abattement;2;3.39685451272122E-5
offrait;4;6.79370902544244E-5
lesquelles;22;3.7365399639933424E-4
continent;4;6.79370902544244E-5
associations;6;1.0190563538163661E-4
tribunaux;2;3.39685451272122E-5
serres;3;5.0952817690818304E-5
apercevais;2;3.39685451272122E-5
besoin;23;3.906382689629403E-4
numéro;2;3.39685451272122E-5
écrire;3;5.0952817690818304E-5
brassard;2;3.39685451272122E-5
emparer;3;5.0952817690818304E-5
concitoyens;6;1.0190563538163661E-4
héros;24;4.0762254152654643E-4
traduction;2;3.39685451272122E-5
tertre;2;3.39685451272122E-5
occidentale;5;8.49213628180305E-5
recule;2;3.39685451272122E-5
ont-ils;5;8.49213628180305E-5
centres;5;8.49213628180305E-5
étonnent;2;3.39685451272122E-5
affliction;2;3.39685451272122E-5
était-ce;10;1.69842725636061E-4
rendit;2;3.39685451272122E-5
occupait;2;3.39685451272122E-5
poison;10;1.69842725636061E-4
jeunes;29;4.925439043445769E-4
primaire;2;3.39685451272122E-5
conquis;5;8.49213628180305E-5
libération;6;1.0190563538163661E-4
ordinaire;3;5.0952817690818304E-5
décidai;3;5.0952817690818304E-5
trébuchant;2;3.39685451272122E-5
supporter;17;2.8873263358130373E-4
inépuisable;3;5.0952817690818304E-5
tour;15;2.5476408845409153E-4
persuadé;11;1.8682699819966712E-4
principe;60;0.0010190563538163661
voler;2;3.39685451272122E-5
espère;6;1.0190563538163661E-4
résulter;4;6.79370902544244E-5
permirent;2;3.39685451272122E-5
pensant;3;5.0952817690818304E-5
appartenant;11;1.8682699819966712E-4
prétendre;7;1.188899079452427E-4
journaliste;4;6.79370902544244E-5
répéter;2;3.39685451272122E-5
mètres;2;3.39685451272122E-5
incorporation;2;3.39685451272122E-5
résultée;3;5.0952817690818304E-5
défiler;3;5.0952817690818304E-5
répétés;2;3.39685451272122E-5
documents;2;3.39685451272122E-5
administration;8;1.358741805088488E-4
œillères;3;5.0952817690818304E-5
victimes;26;4.415910866537586E-4
objections;2;3.39685451272122E-5
générales;12;2.0381127076327322E-4
âpre;2;3.39685451272122E-5
sciences;3;5.0952817690818304E-5
bénédiction;2;3.39685451272122E-5
servaient;3;5.0952817690818304E-5
estima;2;3.39685451272122E-5
ludendorff;3;5.0952817690818304E-5
joindre;3;5.0952817690818304E-5
écrits;2;3.39685451272122E-5
yeux;65;0.0011039777166343965
stérilité;2;3.39685451272122E-5
tactique;11;1.8682699819966712E-4
estime;11;1.8682699819966712E-4
publier;3;5.0952817690818304E-5
rire;6;1.0190563538163661E-4
mutilés;2;3.39685451272122E-5
clémence;2;3.39685451272122E-5
inspiraient;4;6.79370902544244E-5
flambeau;2;3.39685451272122E-5
cultivateur;2;3.39685451272122E-5
désigne;9;1.528584530724549E-4
enlevées;2;3.39685451272122E-5
fallait-il;3;5.0952817690818304E-5
expressions;2;3.39685451272122E-5
occupé;7;1.188899079452427E-4
restai;2;3.39685451272122E-5
catholiques;2;3.39685451272122E-5
endroits;3;5.0952817690818304E-5
prêtaient;2;3.39685451272122E-5
puissance;68;0.001154930534325215
ignorance;5;8.49213628180305E-5
britannique;5;8.49213628180305E-5
gauche;4;6.79370902544244E-5
rallier;2;3.39685451272122E-5
voyant;7;1.188899079452427E-4
laisserait;3;5.0952817690818304E-5
recourir;8;1.358741805088488E-4
camarade;4;6.79370902544244E-5
essayait;5;8.49213628180305E-5
étendait;2;3.39685451272122E-5
légale;2;3.39685451272122E-5
classes;34;5.774652671626075E-4
dépouille;2;3.39685451272122E-5
radicalement;2;3.39685451272122E-5
nom;43;7.303237202350623E-4
couronnement;2;3.39685451272122E-5
conclusion;4;6.79370902544244E-5
durable;4;6.79370902544244E-5
publics;4;6.79370902544244E-5
central;5;8.49213628180305E-5
organisations;7;1.188899079452427E-4
impose;6;1.0190563538163661E-4
coloniser;2;3.39685451272122E-5
étrange;2;3.39685451272122E-5
parcourir;3;5.0952817690818304E-5
préalable;17;2.8873263358130373E-4
chrétien;3;5.0952817690818304E-5
classe;36;6.114338122898196E-4
stigmatisait;2;3.39685451272122E-5
élection;3;5.0952817690818304E-5
royale;2;3.39685451272122E-5
race;123;0.0020890655253235505
simplicité;3;5.0952817690818304E-5
trésor;4;6.79370902544244E-5
fortifia;2;3.39685451272122E-5
hiver;8;1.358741805088488E-4
remplissait;4;6.79370902544244E-5
aurai;2;3.39685451272122E-5
effet;83;0.0014096946227793064
résultat;48;8.152450830530929E-4
contamination;7;1.188899079452427E-4
insuccès;3;5.0952817690818304E-5
trouvèrent;3;5.0952817690818304E-5
himmler;2;3.39685451272122E-5
reposaient;2;3.39685451272122E-5
bourse;6;1.0190563538163661E-4
fortifier;3;5.0952817690818304E-5
apparence;24;4.0762254152654643E-4
prétendent;4;6.79370902544244E-5
ensuite;54;9.171507184347294E-4
voulant;3;5.0952817690818304E-5
pratiquement;6;1.0190563538163661E-4
syndical;5;8.49213628180305E-5
voulait-on;2;3.39685451272122E-5
bourgeoises;4;6.79370902544244E-5
tenaces;3;5.0952817690818304E-5
gage;2;3.39685451272122E-5
syndicat;4;6.79370902544244E-5
décide;18;3.057169061449098E-4
envie;4;6.79370902544244E-5
accessoire;2;3.39685451272122E-5
inconnu;9;1.528584530724549E-4
instruments;3;5.0952817690818304E-5
voulions;2;3.39685451272122E-5
commerçant;4;6.79370902544244E-5
liées;4;6.79370902544244E-5
racines;3;5.0952817690818304E-5
branle;3;5.0952817690818304E-5
plat;3;5.0952817690818304E-5
sonde;2;3.39685451272122E-5
infiniment;13;2.207955433268793E-4
abandonnait;2;3.39685451272122E-5
plan;16;2.717483610176976E-4
habituellement;3;5.0952817690818304E-5
pacifique;14;2.377798158904854E-4
tuberculose;3;5.0952817690818304E-5
offrira;2;3.39685451272122E-5
espèces;3;5.0952817690818304E-5
mortels;5;8.49213628180305E-5
double;9;1.528584530724549E-4
ennemi;45;7.642922653622745E-4
dissolution;5;8.49213628180305E-5
obéissance;5;8.49213628180305E-5
fabricants;4;6.79370902544244E-5
défauts;2;3.39685451272122E-5
stations;3;5.0952817690818304E-5
dépendu;2;3.39685451272122E-5
pauvreté;3;5.0952817690818304E-5
adresser;6;1.0190563538163661E-4
évoque;2;3.39685451272122E-5
barrières;2;3.39685451272122E-5
civiques;2;3.39685451272122E-5
rendue;4;6.79370902544244E-5
probabilité;2;3.39685451272122E-5
différentes;18;3.057169061449098E-4
déterminée;20;3.39685451272122E-4
futur;6;1.0190563538163661E-4
faisait;41;6.963551751078502E-4
déterminer;5;8.49213628180305E-5
restée;2;3.39685451272122E-5
faisais;4;6.79370902544244E-5
trouvent;10;1.69842725636061E-4
droit;84;0.0014266788953429125
impossibles;2;3.39685451272122E-5
suit;8;1.358741805088488E-4
élan;5;8.49213628180305E-5
menaçait;5;8.49213628180305E-5
esthétique;6;1.0190563538163661E-4
bolchevisme;3;5.0952817690818304E-5
habileté;6;1.0190563538163661E-4
voyaient;4;6.79370902544244E-5
accouplement;5;8.49213628180305E-5
semblables;14;2.377798158904854E-4
enfermait;2;3.39685451272122E-5
différences;3;5.0952817690818304E-5
dangereux;13;2.207955433268793E-4
apparu;2;3.39685451272122E-5
bêtise;4;6.79370902544244E-5
trésorier;2;3.39685451272122E-5
perpétrés;3;5.0952817690818304E-5
approuvais;2;3.39685451272122E-5
gain;4;6.79370902544244E-5
matinal;2;3.39685451272122E-5
universelle;11;1.8682699819966712E-4
passai;2;3.39685451272122E-5
rendra;3;5.0952817690818304E-5
fécondité;4;6.79370902544244E-5
éclatante;4;6.79370902544244E-5
épouse;2;3.39685451272122E-5
empêcher;19;3.227011787085159E-4
dogmatiques;3;5.0952817690818304E-5
vécu;9;1.528584530724549E-4
officiers;4;6.79370902544244E-5
rendre;45;7.642922653622745E-4
resterait;2;3.39685451272122E-5
vaines;2;3.39685451272122E-5
catégories;2;3.39685451272122E-5
mêlée;3;5.0952817690818304E-5
berlin;13;2.207955433268793E-4
souvenir;20;3.39685451272122E-4
momentanée;3;5.0952817690818304E-5
briller;3;5.0952817690818304E-5
méprisable;3;5.0952817690818304E-5
trésors;2;3.39685451272122E-5
vaincu;6;1.0190563538163661E-4
emporte;7;1.188899079452427E-4
terminer;2;3.39685451272122E-5
scientifique;8;1.358741805088488E-4
inutilité;2;3.39685451272122E-5
tentative;16;2.717483610176976E-4
existantes;2;3.39685451272122E-5
recherche;5;8.49213628180305E-5
tournure;2;3.39685451272122E-5
bourgmestre;5;8.49213628180305E-5
conduite;13;2.207955433268793E-4
permettant;2;3.39685451272122E-5
insondable;2;3.39685451272122E-5
japonais;3;5.0952817690818304E-5
sommeillaient;2;3.39685451272122E-5
positif;2;3.39685451272122E-5
avilit;2;3.39685451272122E-5
rage;5;8.49213628180305E-5
songe;2;3.39685451272122E-5
éphémère;2;3.39685451272122E-5
bavardages;2;3.39685451272122E-5
summum;2;3.39685451272122E-5
auxquels;11;1.8682699819966712E-4
capitule;2;3.39685451272122E-5
faveurs;2;3.39685451272122E-5
économie;37;6.284180848534258E-4
certain;22;3.7365399639933424E-4
épargner;5;8.49213628180305E-5
événement;11;1.8682699819966712E-4
carrément;4;6.79370902544244E-5
symptômes;8;1.358741805088488E-4
totalité;4;6.79370902544244E-5
fois;146;0.0024797037942864905
donna;9;1.528584530724549E-4
grandit;7;1.188899079452427E-4
distinction;7;1.188899079452427E-4
genoux;2;3.39685451272122E-5
nul;9;1.528584530724549E-4
section;3;5.0952817690818304E-5
tiennent;4;6.79370902544244E-5
matière;12;2.0381127076327322E-4
niait;2;3.39685451272122E-5
donné;61;0.0010360406263799722
niais;3;5.0952817690818304E-5
attaqués;12;2.0381127076327322E-4
héroïques;9;1.528584530724549E-4
fer;6;1.0190563538163661E-4
attaquer;9;1.528584530724549E-4
exigeait;2;3.39685451272122E-5
attachait;2;3.39685451272122E-5
arrête;3;5.0952817690818304E-5
continuais;2;3.39685451272122E-5
feu;15;2.5476408845409153E-4
bourgeoisie;22;3.7365399639933424E-4
présentée;3;5.0952817690818304E-5
nombreuses;8;1.358741805088488E-4
postérité;15;2.5476408845409153E-4
faisant;10;1.69842725636061E-4
enthousiasme;19;3.227011787085159E-4
préconçue;2;3.39685451272122E-5
habitué;3;5.0952817690818304E-5
fanatique;5;8.49213628180305E-5
visible;17;2.8873263358130373E-4
contagieuse;2;3.39685451272122E-5
présenter;19;3.227011787085159E-4
présentés;2;3.39685451272122E-5
rapprochement;2;3.39685451272122E-5
borné;6;1.0190563538163661E-4
répugnant;3;5.0952817690818304E-5
compagne;2;3.39685451272122E-5
mêler;3;5.0952817690818304E-5
exceptions;8;1.358741805088488E-4
voyage;2;3.39685451272122E-5
recours;5;8.49213628180305E-5
innée;5;8.49213628180305E-5
indifférent;3;5.0952817690818304E-5
pouvait-on;4;6.79370902544244E-5
maintint;2;3.39685451272122E-5
recevait;2;3.39685451272122E-5
plonge;2;3.39685451272122E-5
insistance;3;5.0952817690818304E-5
contaminé;2;3.39685451272122E-5
malade;2;3.39685451272122E-5
pensait;11;1.8682699819966712E-4
évacués;2;3.39685451272122E-5
faits;25;4.246068140901525E-4
désagréables;3;5.0952817690818304E-5
pensais;4;6.79370902544244E-5
cultive;3;5.0952817690818304E-5
